"","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","PlateScale_Reference"
"2884","20574-8",-0.51527533523794,7.96674774857182,-3.66504328765796,0.00360675329167518,0.999060679170961,-3.2487285570396,"20574-8","3","SL007309","CD81 antigen","CD81","P60033","975","CD81","Human","RFU","Protein",2.5,"115.55"
"2885","20575-82",0.0391763102416505,5.85026404779773,0.33345825848973,0.744939737421747,0.999060679170961,-4.84954597107562,"20575-82","3","SL019007","C-type lectin domain family 9 member A","CLC9A","Q6UXN8","283420","CLEC9A","Human","RFU","Protein",2.5,"186.75"
"2886","20576-71",-0.370883582208517,9.52078127004161,-1.30269078107087,0.218794848960207,0.999060679170961,-4.52085682449548,"20576-71","3","SL021766","Frizzled-7","FZD7","O75084","8324","FZD7","Human","RFU","Protein",2.5,"751.25"
"2887","20577-5",0.0692556494647842,7.9220538841609,0.62906303900627,0.541909086966756,0.999060679170961,-4.78536045025137,"20577-5","3","SL021767","Frizzled-8","FZD8","Q9H461","8325","FZD8","Human","RFU","Protein",2.5,"1220.85"
"2888","20578-10",0.000824985431016501,8.27679511194092,0.00338672105345711,0.997357286019156,0.999714928747244,-4.87532200294355,"20578-10","3","SL021149","Latrophilin-3","LPHN3","Q9HAR2","23284","ADGRL3","Human","RFU","Protein",2.5,"3016.15"
"2889","20579-50",-0.301140031716342,9.12218434123434,-0.714180942515786,0.489713167573878,0.999060679170961,-4.76026261311704,"20579-50","3","SL008643","Myelin-associated glycoprotein","MAG","P20916","4099","MAG","Human","RFU","Protein",2.5,"218.55"
"2890","20581-42",-0.0653070333264383,7.95020914326182,-0.555911857534871,0.589189700786741,0.999060679170961,-4.80465004641821,"20581-42","3","SL025875","Glucagon-like peptide 1 receptor:Extracellular domain","GLP1R:ECD","P43220","2740","GLP1R","Human","RFU","Protein",2.5,"178.55"
"2891","20584-4",-0.00966181960150969,8.76261702276705,-0.0474926641042412,0.962955785442367,0.999060679170961,-4.87479777907319,"20584-4","3","SL025941","Nectin-1, isoform gamma:Extracellular domain","nectin-1 gamma:ECD","Q15223","5818","NECTIN1","Human","RFU","Protein",2.5,"3092.05"
"2892","20585-5",-0.455846976404972,8.26460623365816,-1.42096916132853,0.182528957062099,0.999060679170961,-4.46186184975509,"20585-5","3","SL017494","CMRF35-like molecule 9","CLM9","Q6UXG3","146894","CD300LG","Human","RFU","Protein",2.5,"12379.0"
"2893","20585-9",0.0114497207533568,3.27229992198151,0.0851147627945348,0.933670639505052,0.999060679170961,-4.8736329324655,"20585-9","3","SL017494","CMRF35-like molecule 9","CLM9","Q6UXG3","146894","CD300LG","Human","RFU","Protein",2.5,"20.5"
"2894","20586-18",-0.0457053390350008,7.38910143512383,-0.386212316065926,0.706566015359234,0.999060679170961,-4.84083520545093,"20586-18","3","SL012856","Contactin-3","CNTN3","Q9P232","5067","CNTN3","Human","RFU","Protein",2.5,"8370.9"
"2895","20589-5",-0.118213422219197,5.78832742589557,-0.604726201854704,0.557397871457827,0.999060679170961,-4.79201650965287,"20589-5","3","SL007293","Cadherin-4","CADH4","P55283","1002","CDH4","Human","RFU","Protein",2.5,"73.55"
"2896","20590-13",-0.158219181424984,9.58137746924998,-0.44148712812331,0.667251663416094,0.999060679170961,-4.83039884309307,"20590-13","3","SL004417","Neuropeptide Y","NPY","P01303","4852","NPY","Human","RFU","Protein",2.5,"3175.05"
"2897","20591-48",-0.534353079244671,7.17152118841263,-2.37862176582093,0.0361881579298956,0.999060679170961,-3.92668813443932,"20591-48","3","SL022383","Gliomedin","GLDN","Q6ZMI3","342035","GLDN","Human","RFU","Protein",2.5,"6717.7"
"2898","20592-8",-0.0228752683014521,7.57051252417858,-0.141213429392147,0.890205988955599,0.999060679170961,-4.87067211554016,"20592-8","3","SL008765","Latexin","LXN","Q9BS40","56925","LXN","Human","RFU","Protein",2.5,"278.1"
"2899","20593-10",-0.16008884609024,9.83184060190739,-0.669164587354501,0.516929148718471,0.999060679170961,-4.77388417005589,"20593-10","3","SL018857","Beta-1,3-galactosyltransferase 5","B3GT5","Q9Y2C3","10317","B3GALT5","Human","RFU","Protein",2.5,"1797.0"
"2900","20912-10",-0.15206439394426,8.23193759923668,-0.893190200017112,0.390519256273067,0.999060679170961,-4.69878115503526,"20912-10","3","SL022194","Pseudouridine-5'-phosphatase","HDHD1","Q08623","8226","PUDP","Human","RFU","Protein",2.5,"289.45"
"2901","20913-27",-0.149217054932002,9.357227339764,-0.509112079465885,0.620540974300131,0.999060679170961,-4.81584568803412,"20913-27","3","SL022028","Eukaryotic translation initiation factor 1","EIF1","P41567","10209","EIF1","Human","RFU","Protein",2.5,"894.95"
"2902","20915-68",-0.0632446263864406,13.0043736239921,-0.278692659544558,0.785552549839801,0.999060679170961,-4.8572761446476,"20915-68","3","SL022135","Adaptin ear-binding coat-associated protein 2","NECP2","Q9NVZ3","55707","NECAP2","Human","RFU","Protein",2.5,"1650.95"
"2903","20918-28",0.0618827734672802,7.89748437058774,0.318278072482588,0.756122472348741,0.999060679170961,-4.851823468776,"20918-28","3","SL022234","U1 small nuclear ribonucleoprotein C","RU1C","P09234","6631","SNRPC","Human","RFU","Protein",2.5,"293.15"
"2904","20921-1",-0.458110507839272,10.2604211700625,-1.27912763011388,0.226684413877538,0.999060679170961,-4.53226373331389,"20921-1","3","SL022053","PDZ domain-containing protein GIPC2","GIPC2","Q8TF65","54810","GIPC2","Human","RFU","Protein",2.5,"207.65"
"2905","20922-4",-0.0537555716203908,5.489749917442,-0.476348805504565,0.642971352891445,0.999060679170961,-4.82313894332474,"20922-4","3","SL022162","Profilin-4","PROF4","Q8NHR9","375189","PFN4","Human","RFU","Protein",2.5,"75.9"
"2906","20923-10",-0.271345626819759,10.3343261500482,-1.46885684573522,0.169355053583859,0.999060679170961,-4.43722376856356,"20923-10","3","SL022102","Magnesium-dependent phosphatase 1","MGDP1","Q86V88","145553","MDP1","Human","RFU","Protein",2.5,"563.55"
"2907","20924-85",0.108244147624164,8.87173363821501,0.895096209391461,0.389542592873523,0.999060679170961,-4.69806686340529,"20924-85","3","SL022250","Transcription elongation factor A protein-like 1","TCAL1","Q15170","9338","TCEAL1","Human","RFU","Protein",2.5,"599.9"
"2908","20926-31",0.147471606914207,8.91750156524364,1.24757370623543,0.237609191292431,0.999060679170961,-4.54734466443722,"20926-31","3","SL021956","Cyclic AMP-dependent transcription factor ATF-1","ATF1","P18846","466","ATF1","Human","RFU","Protein",2.5,"466.95"
"2909","20927-43",-0.0897682697193911,9.21249366169402,-0.391684183410283,0.702631723606368,0.999060679170961,-4.83986144420725,"20927-43","3","SL022058","General transcription factor IIF subunit 2","T2FB","P13984","2963","GTF2F2","Human","RFU","Protein",2.5,"162.4"
"2910","20928-39",0.0341523285759839,6.11974746012059,0.285642152120248,0.780359052757455,0.999060679170961,-4.85636998058695,"20928-39","3","SL022251","Transcription elongation factor A protein-like 7","TCAL7","Q9BRU2","56849","TCEAL7","Human","RFU","Protein",2.5,"180.25"
"2911","20929-4",-0.0901829190834693,7.94630645490898,-0.485449175108046,0.636702475967895,0.999060679170961,-4.82115860026997,"20929-4","3","SL021996","CTD small phosphatase-like protein","CTDSL","O15194","10217","CTDSPL","Human","RFU","Protein",2.5,"252.65"
"2912","20931-156",-0.0231583680787146,8.13159412573325,-0.156084914468413,0.878740281908105,0.999060679170961,-4.8696423292043,"20931-156","3","SL021958","Methylglutaconyl-CoA hydratase, mitochondrial","AUHM","Q13825","549","AUH","Human","RFU","Protein",2.5,"910.1"
"2913","20932-10",-0.0870872926352853,8.50825221252896,-0.419444897053315,0.682813205021188,0.999060679170961,-4.83471969220821,"20932-10","3","SL021975","Coiled-coil domain-containing protein 69","CCD69","A6NI79","26112","CCDC69","Human","RFU","Protein",2.5,"1744.6"
"2914","20934-13",0.0340028567986419,9.81479206916252,0.160235318705175,0.875545419929933,0.999060679170961,-4.86933666572938,"20934-13","3","SL022198","Ras-related protein Rab-24","RAB24","Q969Q5","53917","RAB24","Human","RFU","Protein",2.5,"210.65"
"2915","20935-4",-0.167361773029027,11.0644148601487,-0.719175786995533,0.486748232516367,0.999060679170961,-4.75870390794198,"20935-4","3","SL022159","Phosducin-like protein 3","PDCL3","Q9H2J4","79031","PDCL3","Human","RFU","Protein",2.5,"524.85"
"2916","20936-8",0.273680802039271,9.45140609977914,1.69528828834598,0.117573535452359,0.999060679170961,-4.3159684943787,"20936-8","3","SL022245","Putative deoxyribonuclease TATDN3","TATD3","Q17R31","128387","TATDN3","Human","RFU","Protein",2.5,"250.75"
"2917","20937-43",-0.0728545526764837,9.7590784038277,-0.218922610634844,0.830643540717072,0.999060679170961,-4.86416446298444,"20937-43","3","SL022034","Ribosomal RNA small subunit methyltransferase NEP1","NEP1","Q92979","10436","EMG1","Human","RFU","Protein",2.5,"298.0"
"2918","20939-113",0.267629807552394,8.85211401794486,1.31860090559468,0.213595639066316,0.999060679170961,-4.51308669671022,"20939-113","3","SL022140","H/ACA ribonucleoprotein complex subunit 2","NHP2","Q9NX24","55651","NHP2","Human","RFU","Protein",2.5,"323.6"
"2919","20941-7",-0.0294404206225405,8.28927265220503,-0.245467737850367,0.810528412463753,0.999060679170961,-4.86130601095087,"20941-7","3","SL022284","Ubiquitin-like protein 3","UBL3","O95164","5412","UBL3","Human","RFU","Protein",2.5,"664.7"
"2920","20942-4",-0.198549532389944,11.2331317829779,-0.817410772721149,0.430717039536814,0.999060679170961,-4.72618732963247,"20942-4","3","SL022009","DnaJ homolog subfamily B member 8","DNJB8","Q8NHS0","165721","DNAJB8","Human","RFU","Protein",2.5,"1881.45"
"2921","20943-14",-0.152475350176168,13.117896707801,-0.754364011783274,0.466175742453762,0.999060679170961,-4.74745988283357,"20943-14","3","SL022127","N-alpha-acetyltransferase 50","NAA50","Q9GZZ1","80218","NAA50","Human","RFU","Protein",2.5,"541.5"
"2922","20946-41",0.052776169036318,6.92139626668608,0.47687171556877,0.642610350047986,0.999060679170961,-4.82302610290246,"20946-41","3","SL022060","Gametocyte-specific factor 1","GTSF1","Q8WW33","121355","GTSF1","Human","RFU","Protein",2.5,"228.9"
"2923","20947-50",0.0987903711018081,9.64475691565822,0.278749056406361,0.78551035915208,0.999060679170961,-4.85726887875567,"20947-50","3","SL022017","Protein Dr1","NC2B","Q01658","1810","DR1","Human","RFU","Protein",2.5,"384.25"
"2924","20948-16",0.346484656209403,9.62720543979985,1.17438357355897,0.264575726613262,0.999060679170961,-4.58142190873475,"20948-16","3","SL022150","U8 snoRNA-decapping enzyme","NUD16","Q96DE0","131870","NUDT16","Human","RFU","Protein",2.5,"663.7"
"2925","20950-159",0.272113975874159,8.82590032294674,1.02786344868211,0.325673042649667,0.999060679170961,-4.64546332768137,"20950-159","3","SL022188","Phosphoribosyltransferase domain-containing protein 1","PRDC1","Q9NRG1","56952","PRTFDC1","Human","RFU","Protein",2.5,"298.45"
"2926","20952-15",0.272961893515875,11.8368804152327,1.00869110957091,0.334390645662111,0.999060679170961,-4.65339505691415,"20952-15","3","SL022023","Ethylmalonyl-CoA decarboxylase","ECHD1","Q9NTX5","55862","ECHDC1","Human","RFU","Protein",2.5,"638.3"
"2927","20953-34",-0.416275980725862,11.0145853499775,-1.33399184210252,0.208663015078211,0.999060679170961,-4.50551918536532,"20953-34","3","SL022110","Methylmalonic aciduria and homocystinuria type C protein","MMAC","Q9Y4U1","25974","MMACHC","Human","RFU","Protein",2.5,"3650.3"
"2928","20954-27",0.0429678946938719,6.14519090338503,0.374792360818283,0.714805703645233,0.999060679170961,-4.84282512881961,"20954-27","3","SL022087","Protein LDOC1L","LDOCL","Q6ICC9","84247","RTL6","Human","RFU","Protein",2.5,"144.45"
"2929","20955-20",-0.0193046489517359,7.33672049034729,-0.141430789449035,0.890038212110045,0.999060679170961,-4.87065780181953,"20955-20","3","SL021949","tRNA-specific adenosine deaminase 2","ADAT2","Q7Z6V5","134637","ADAT2","Human","RFU","Protein",2.5,"416.75"
"2930","20956-13",0.119782016868101,8.21377552348661,0.75408681965517,0.466335629635909,0.999060679170961,-4.7475502418501,"20956-13","3","SL022161","Prefoldin subunit 4","PFD4","Q9NQP4","5203","PFDN4","Human","RFU","Protein",2.5,"273.2"
"2931","20957-57",-0.00296878405974788,7.20625202558862,-0.0229775436634447,0.982071926744315,0.999060679170961,-4.87520133311237,"20957-57","3","SL022149","Diphosphoinositol polyphosphate phosphohydrolase 3-alpha","NUD10","Q8NFP7","170685","NUDT10","Human","RFU","Protein",2.5,"226.8"
"2932","20958-13",0.0526783222668854,13.1148006262027,0.250811419228791,0.806495778072219,0.999060679170961,-4.86069171766881,"20958-13","3","SL022197","Ras-related protein Rab-23","RAB23","Q9ULC3","51715","RAB23","Human","RFU","Protein",2.5,"443.4"
"2933","20959-12",0.0158614525173011,8.17997201003142,0.0934977223355947,0.927157625634844,0.999060679170961,-4.87328349469871,"20959-12","3","SL022019","Dual specificity protein phosphatase 18","DUS18","Q8NEJ0","150290","DUSP18","Human","RFU","Protein",2.5,"267.05"
"2934","20960-47",-0.187171136842604,12.7438891626696,-0.752382015636738,0.467319739270681,0.999060679170961,-4.74810535457331,"20960-47","3","SL013232","Far upstream element-binding protein 1","FUBP1","Q96AE4","8880","FUBP1","Human","RFU","Protein",2.5,"464.7"
"2935","20964-13",0.14921968479565,9.15296733733732,0.400237228334906,0.696500220676072,0.999060679170961,-4.83831310432327,"20964-13","3","SL022213","40S ribosomal protein S14","RS14","P62263","6208","RPS14","Human","RFU","Protein",2.5,"150.35"
"2936","20965-18",0.109233631155915,11.3997770666253,0.368379941353998,0.719449102018525,0.999060679170961,-4.84391732595013,"20965-18","3","SL022100","Microtubule-associated proteins 1A/1B light chain 3 beta 2","MP3B2","A6NCE7","643246","MAP1LC3B2","Human","RFU","Protein",2.5,"2930.3"
"2937","20966-7",0.0332033530787648,8.10982897554964,0.21615342539538,0.83274952324311,0.999060679170961,-4.86444409703428,"20966-7","3","SL022221","Sentrin-specific protease 8","SENP8","Q96LD8","123228","SENP8","Human","RFU","Protein",2.5,"288.7"
"2938","20967-137",0.0945656243902988,8.13611561283839,0.811358023495106,0.434042324387724,0.999060679170961,-4.72829103061953,"20967-137","3","SL022191","Proteasome assembly chaperone 4","PSMG4","Q5JS54","389362","PSMG4","Human","RFU","Protein",2.5,"339.4"
"2939","20968-22",-0.0358026147555268,9.59476926924905,-0.119779951932753,0.906776308176509,0.999060679170961,-4.87197596251934,"20968-22","3","SL022036","Exosome complex component RRP46","EXOS5","Q9NQT4","56915","EXOSC5","Human","RFU","Protein",2.5,"342.7"
"2940","20969-114",0.0734027627554648,6.32985947111268,0.628056261382039,0.54254496166888,0.999060679170961,-4.78564045899689,"20969-114","3","SL022218","RING1 and YY1-binding protein","RYBP","Q8N488","23429","RYBP","Human","RFU","Protein",2.5,"130.75"
"2941","20970-14",-0.0700548213445753,8.76632658582607,-0.566052971101958,0.582507009712986,0.999060679170961,-4.80210504355158,"20970-14","3","SL022002","Dysbindin domain-containing protein 1","DBND1","Q9H9R9","79007","DBNDD1","Human","RFU","Protein",2.5,"934.95"
"2942","20971-1",0.0953967327794105,8.04024661893564,0.830987682549523,0.423319492006983,0.999060679170961,-4.72142190475447,"20971-1","3","SL022123","Methionine-R-sulfoxide reductase B1","MSRB1","Q9NZV6","51734","MSRB1","Human","RFU","Protein",2.5,"419.25"
"2943","20972-37",-0.26011321712237,12.7534955028378,-0.988359529834902,0.343821069371509,0.999060679170961,-4.66168608030106,"20972-37","3","SL022151","Cleavage and polyadenylation specificity factor subunit 5","CPSF5","O43809","11051","NUDT21","Human","RFU","Protein",2.5,"577.7"
"2944","20975-2",0.0648121504358574,7.50148290848529,0.173658376542908,0.865228832932317,0.999060679170961,-4.86829360413577,"20975-2","3","SL021786","Calcipressin-2","RCAN2","Q14206","10231","RCAN2","Human","RFU","Protein",2.5,"74.95"
"2945","20976-19",-0.0646340789977682,9.35299050299624,-0.267537403952996,0.793911768615966,0.999060679170961,-4.85868502759969,"20976-19","3","SL022093","U6 snRNA-associated Sm-like protein LSm3","LSM3","P62310","27258","LSM3","Human","RFU","Protein",2.5,"341.4"
"2946","20977-2",-0.0381776544244747,7.69245508610055,-0.258179614567365,0.800944952048008,0.999060679170961,-4.85982338404107,"20977-2","3","SL022158","Phosducin-like protein","PHLP","Q13371","5082","PDCL","Human","RFU","Protein",2.5,"163.65"
"2947","20979-86",0.0264382517142447,8.20367395699311,0.194745421941065,0.849075346308974,0.999060679170961,-4.86648718565934,"20979-86","3","SL022056","Transcription initiation factor IIB","TF2B","Q00403","2959","GTF2B","Human","RFU","Protein",2.5,"298.25"
"2948","20982-29",-0.181550502852427,7.73826834552069,-0.655595571429808,0.525304996859454,0.999060679170961,-4.7778375559869,"20982-29","3","SL022233","U11/U12 small nuclear ribonucleoprotein 25 kDa protein","SNR25","Q9BV90","79622","SNRNP25","Human","RFU","Protein",2.5,"119.5"
"2949","20984-142",0.107345918385557,8.5557032398595,0.963912334532591,0.355414428466255,0.999060679170961,-4.67148823167393,"20984-142","3","SL022020","Dual specificity protein phosphatase 19","DUS19","Q8WTR2","142679","DUSP19","Human","RFU","Protein",2.5,"410.2"
"2950","20986-58",0.0210420201538897,6.19814074627823,0.154955042548951,0.879610416954077,0.999060679170961,-4.86972416100429,"20986-58","3","SL022027","Egl nine homolog 3","EGLN3","Q9H6Z9","112399","EGLN3","Human","RFU","Protein",2.5,"257.1"
"2951","20987-21",0.0735619952740967,7.6609038677604,0.565589243025687,0.58281171242315,0.999060679170961,-4.80222233690805,"20987-21","3","SL022227","Homeobox protein SIX6","SIX6","O95475","4990","SIX6","Human","RFU","Protein",2.5,"275.7"
"2952","20988-63",-0.251046401030793,7.50702164838547,-1.47958705161397,0.166516810022543,0.999060679170961,-4.43164879611545,"20988-63","3","SL022208","Retinitis pigmentosa 9 protein","RP9","Q8TA86","6100","RP9","Human","RFU","Protein",2.5,"271.0"
"2953","20990-48",0.0565973619794633,6.81959018574014,0.559454597494819,0.586850565899934,0.999060679170961,-4.80376574384362,"20990-48","3","SL022253","Thyrotroph embryonic factor","TEF","Q10587","7008","TEF","Human","RFU","Protein",2.5,"185.9"
"2954","20991-2",0.122522165462296,8.3967723435138,1.10017788296409,0.294308969124774,0.999060679170961,-4.61458991273344,"20991-2","3","SL022088","LIM domain-containing protein 2","LIMD2","Q9BT23","80774","LIMD2","Human","RFU","Protein",2.5,"503.45"
"2955","20993-13",0.0552048775077898,5.98865150468853,0.463586018353743,0.651812017397817,0.999060679170961,-4.82585701824071,"20993-13","3","SL021964","BEN domain-containing protein 6","BEND6","Q5SZJ8","221336","BEND6","Human","RFU","Protein",2.5,"114.95"
"2956","20994-37",-0.222191021636451,9.59956557743249,-0.746854117604709,0.470519759009648,0.999060679170961,-4.7498979960678,"20994-37","3","SL022172","Pleckstrin homology domain-containing family F member 2","PKHF2","Q9H8W4","79666","PLEKHF2","Human","RFU","Protein",2.5,"184.4"
"2957","20995-47",0.0944092215300856,8.38830436323206,0.697794793991016,0.499517320082301,0.999060679170961,-4.76531015444453,"20995-47","3","SL022175","DNA-directed RNA polymerase II subunit RPB3","RPB3","P19387","5432","POLR2C","Human","RFU","Protein",2.5,"1640.7"
"2958","20996-107",0.0974789831666385,8.66083715288419,0.803583916777945,0.43833800081809,0.999060679170961,-4.73097408221193,"20996-107","3","SL022220","Succinate dehydrogenase assembly factor 1, mitochondrial","SDHF1","A6NFY7","644096","SDHAF1","Human","RFU","Protein",2.5,"482.95"
"2959","20998-19",0.132080529666634,8.1484289042883,0.981207838329431,0.347183814326779,0.999060679170961,-4.66457261095967,"20998-19","3","SL021672","Nicotinamide riboside kinase 2; Short=NRK 2; Short=NmR-K 2; EC=2.7.1.22","NRK2","Q9NPI5","27231","NMRK2","Human","RFU","Protein",2.5,"1324.1"
"2960","20999-12",-0.957809289055882,12.706384216262,-2.11491402660913,0.0576099344530952,0.999060679170961,-4.07844666363387,"20999-12","3","SL006486","60S ribosomal protein L5","RL5","P46777","6125","RPL5","Human","RFU","Protein",2.5,"235.35"
"2961","21000-40",-0.226503306244974,10.2749668405498,-0.56511824951064,0.583121275689724,0.999060679170961,-4.80234137816049,"21000-40","3","SL022178","DNA-directed RNA polymerase II subunit RPB11-b1","RPB1B","Q9GZM3","246721","POLR2J2","Human","RFU","Protein",2.5,"113.5"
"2962","21001-393",0.0699452580003648,9.18134412590835,0.411150627301734,0.688709346629636,0.999060679170961,-4.8362910989043,"21001-393","3","SL021967","Protein BRICK1","BRK1","Q8WUW1","55845","BRK1","Human","RFU","Protein",2.5,"3113.2"
"2963","21002-1",-0.297042443391955,10.4566334241754,-1.44928934346703,0.174637081914397,0.999060679170961,-4.44733981934006,"21002-1","3","SL022148","NudC domain-containing protein 2","NUDC2","Q8WVJ2","134492","NUDCD2","Human","RFU","Protein",2.5,"397.85"
"2964","21008-113",-0.238701840152101,10.7476363857186,-0.788044593219476,0.447007478024586,0.999060679170961,-4.73627288387568,"21008-113","3","SL022098","Protein mago nashi homolog","MGN","P61326","4116","MAGOH","Human","RFU","Protein",2.5,"160.4"
"2965","21009-28",0.0893327268165942,7.34273449562004,0.76333250335685,0.461021347246687,0.999060679170961,-4.74452118648428,"21009-28","3","SL022235","Sentan","SNTAN","A6NMZ2","132203","SNTN","Human","RFU","Protein",2.5,"241.65"
"2966","21104-37",-0.107948720743364,11.784354438175,-0.589517384048296,0.567200642630696,0.999060679170961,-4.79605599890866,"21104-37","3","SL022285","Ubiquitin-like protein 5","UBL5","Q9BZL1","59286","UBL5","Human","RFU","Protein",2.5,"695.3"
"2967","21105-23",-0.164104611732991,8.82217540996919,-0.720562323199442,0.485927147344124,0.999060679170961,-4.7582695634666,"21105-23","3","SL022287","Protein unc-119 homolog B","U119B","A6NIH7","84747","UNC119B","Human","RFU","Protein",2.5,"93.9"
"2968","21106-206",0.0489742072213453,6.34147586728126,0.441225179914152,0.667435660812193,0.999060679170961,-4.83045142265344,"21106-206","3","SL014913","Centrin-1","CETN1","Q12798","1068","CETN1","Human","RFU","Protein",2.5,"184.55"
"2969","21107-5",0.111354666254512,8.07061699817117,0.936726933359702,0.368632838731957,0.999060679170961,-4.68216929411873,"21107-5","3","SL022131","Complex I intermediate-associated protein 30, mitochondrial","CIA30","Q9Y375","51103","NDUFAF1","Human","RFU","Protein",2.5,"1340.6"
"2970","21108-5",0.432728649138797,10.9336822560654,1.17725016801798,0.263475984808642,0.999060679170961,-4.58011195896983,"21108-5","3","SL011288","Uncharacterized metallophosphoesterase CSTP1","CSTP1","Q9BRF8","55313","CPPED1","Human","RFU","Protein",2.5,"436.1"
"2971","21109-1",0.59079362450024,11.7548538239699,1.71663589351014,0.113502811988685,0.999060679170961,-4.30420092244657,"21109-1","3","SL021980","Cilia- and flagella-associated protein 36","CFA36","Q96G28","112942","CFAP36","Human","RFU","Protein",2.5,"1554.65"
"2972","21110-5",0.246021901582832,9.49207565586518,1.11343863780668,0.288815211436191,0.999060679170961,-4.60876997691904,"21110-5","3","SL022283","Ubiquitin-conjugating enzyme E2 Z","UBE2Z","Q9H832","65264","UBE2Z","Human","RFU","Protein",2.5,"197.45"
"2973","21111-49",-0.16757525787756,8.24564682503349,-0.792049636552283,0.444762473179481,0.999060679170961,-4.73491541975971,"21111-49","3","SL022070","Hsp70-binding protein 1","HPBP1","Q9NZL4","23640","HSPBP1","Human","RFU","Protein",2.5,"167.75"
"2974","21112-6",-0.0116502076460439,7.8852630406463,-0.0957399752714236,0.92541646202374,0.999060679170961,-4.87318448117882,"21112-6","3","SL022125","Myosin regulatory light chain 2, skeletal muscle isoform","MLRS","Q96A32","29895","MYL11","Human","RFU","Protein",2.5,"1147.6"
"2975","21113-3",-0.000419083618819371,8.89166783888135,-0.00156314538277524,0.998780250023336,0.999714928747244,-4.87532411188063,"21113-3","3","SL022261","TRAF-interacting protein with FHA domain-containing protein A","TIFA","Q96CG3","92610","TIFA","Human","RFU","Protein",2.5,"182.3"
"2976","21114-18",0.0357535878267941,5.54691192828042,0.312450193595801,0.760431341610136,0.999060679170961,-4.85267044509123,"21114-18","3","SL022010","DnaJ homolog subfamily C member 12","DJC12","Q9UKB3","56521","DNAJC12","Human","RFU","Protein",2.5,"102.85"
"2977","21115-48",-0.11794055644285,11.4717779547573,-0.536117475611196,0.602348573989127,0.999060679170961,-4.80949601746761,"21115-48","3","SL021961","Pre-miRNA 5'-monophosphate methyltransferase","BN3D2","Q7Z5W3","144233","BCDIN3D","Human","RFU","Protein",2.5,"9823.5"
"2978","21116-13",0.015723826978701,6.78887397780178,0.0576327214490266,0.955055247293614,0.999060679170961,-4.87454882160037,"21116-13","3","SL022025","Polycomb protein EED","EED","O75530","8726","EED","Human","RFU","Protein",2.5,"79.65"
"2979","21117-18",-0.0591656246879753,5.90402624798043,-0.412150300697347,0.687997557177056,0.999060679170961,-4.83610328845696,"21117-18","3","SL022295","Zinc finger C4H2 domain-containing protein","ZC4H2","Q9NQZ6","55906","ZC4H2","Human","RFU","Protein",2.5,"75.4"
"2980","21118-48",-0.665267531935681,9.9834105399642,-2.26098340324447,0.0445805629247674,0.999060679170961,-3.99431640222637,"21118-48","3","SL005349","GTP cyclohydrolase I feedback regulatory protein","GFRP","P30047","2644","GCHFR","Human","RFU","Protein",2.5,"313.7"
"2981","21119-1",0.0045875544168279,7.95762510521756,0.0352230959722915,0.9725209719551,0.999060679170961,-4.8750348389092,"21119-1","3","SL021973","Carbonyl reductase family member 4","CBR4","Q8N4T8","84869","CBR4","Human","RFU","Protein",2.5,"260.8"
"2982","21120-3",0.110374231634662,9.27497066823497,0.434835044340299,0.671931241039068,0.999060679170961,-4.83172492913793,"21120-3","3","SL022132","Mimitin, mitochondrial","MIMIT","Q8N183","91942","NDUFAF2","Human","RFU","Protein",2.5,"212.2"
"2983","21121-31",0.23708310839719,5.62377957208324,1.13235958678347,0.281113152454778,0.999060679170961,-4.60038383317936,"21121-31","3","SL022279","NEDD8-activating enzyme E1 catalytic subunit","UBA3","Q8TBC4","9039","UBA3","Human","RFU","Protein",2.5,"30.95"
"2984","21122-3",0.0660665137895702,8.79837578030047,0.695162703598065,0.50110315352043,0.999060679170961,-4.76611146417308,"21122-3","3","SL022003","Dysbindin domain-containing protein 2","DBND2","Q9BQY9","55861","DBNDD2","Human","RFU","Protein",2.5,"428.7"
"2985","21123-1",0.0638590060003397,7.90288958501638,0.321705368427864,0.753592500946465,0.999060679170961,-4.85131827078963,"21123-1","3","SL022118","39S ribosomal protein L28, mitochondrial","RM28","Q13084","10573","MRPL28","Human","RFU","Protein",2.5,"218.35"
"2986","21124-17",-0.0358038554613644,7.20840326326832,-0.256635601306414,0.802107197688633,0.999060679170961,-4.86000738847707,"21124-17","3","SL022294","Yae1 domain-containing protein 1","YAED1","Q9NRH1","57002","YAE1","Human","RFU","Protein",2.5,"571.05"
"2987","21126-27",0.00866923622111671,9.30537098382018,0.0546964652560546,0.957342527966691,0.999060679170961,-4.87462584830654,"21126-27","3","SL022050","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1","GFPT1","Q06210","2673","GFPT1","Human","RFU","Protein",2.5,"918.0"
"2988","21128-2",0.117035076449717,7.24040501498857,0.583461251659548,0.571130140964131,0.999060679170961,-4.79763860285041,"21128-2","3","SL003725","CDK2","CDK2","P24941","1017","CDK2","Human","RFU","Protein",2.5,"249.65"
"2989","21129-95",-0.279928767257736,9.2375835976192,-1.199226620416,0.255163875764342,0.999060679170961,-4.57000112015181,"21129-95","3","SL022096","MAD2L1-binding protein","MD2BP","Q15013","9587","MAD2L1BP","Human","RFU","Protein",2.5,"684.6"
